Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
The Hotel Bliss | Best Hotels in Patna,4.1,patna,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹1,450"
"RADHE Guest House - Danapur, Patna",NA,patna,House,Sleeps 20,10 beds,Air conditioning,Balcony,Crib,Heating,Kitchen,Smoke-free,₹505
OYO Flagship Patli Stay Homes,4.9,patna,Apartment,Sleeps 3,1 bedroom,Air conditioning,Free Wi-Fi,No airport shuttle,No beach access,No elevator,No fireplace,₹852
Hotel Patliputra Nirvana,3.4,patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹1,988"
Hotel Sidh Vedantha I Best 4 Star Luxury Hotel in Patna,4.5,patna,Free breakfast,Free Wi-Fi,Free parking,Indoor pool,Hot tub,Air conditioning,Fitness center,Spa,Restaurant,"₹2,800"
"The Legend Inn, Nagpur",4.0,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹3,276"
Hotel Signature Inn,4.3,nagpur,Free breakfast,Free Wi-Fi,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹2,605"
Radisson Blu Hotel Nagpur,4.5,nagpur,5-star hotel,Breakfast ($),Free Wi-Fi,Parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹9,121"
Hotel Centre Point,4.3,nagpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,445"
Regenta Central Hotel & Convention Centre,4.0,nagpur,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,685"
Airport Centre Point,4.2,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,NA
Hotel The Embassy,4.1,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,"₹3,395"
"The Legend Inn, Nagpur",4.0,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹3,276"
"Royal Karhandla Resort, Nagpur Office",4.4,nagpur,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,NA
Treebo Trend Chalets,4.2,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹2,709"
Orange Tree Hotels,4.4,nagpur,Free breakfast,Free Wi-Fi,Outdoor pool,Air conditioning,Restaurant,Room service,Full-service laundry,NA,NA,"₹3,057"
MTDC HOTEL NAGPUR,4.0,nagpur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Business center,NA,NA
Hotel Orient Crown,3.9,nagpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen in rooms,Smoke-free property,NA,"₹1,728"
Nirvana Residency,4.7,nagpur,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,600"
Hotel Maitrayee,4.6,nagpur,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹2,348"
Hotel Nagpur Ashok,4.0,nagpur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Spa,Bar,Restaurant,"₹5,190"
The Paramount Hotel,4.5,nagpur,Free Wi-Fi,Parking,Pool,Air conditioning,Kitchen in some rooms,Full-service laundry,Smoke-free property,NA,NA,₹963
Hotel Hardeo,4.1,nagpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹3,650"
Hotel Rajdhani,3.2,nagpur,2-star hotel,Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,"₹1,872"
ELITA ROOMS,4.2,nagpur,Breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,"₹1,830"
Matoshri Homestay Airport Road Nagpur,1.0,nagpur,Bungalow,Sleeps 20,8 bedrooms,9 bathrooms,46 sq m,NA,NA,NA,NA,"₹2,016"
Hotel KK Residency - Three-Bedroom Apartment,3.8,nagpur,House,Sleeps 6,3 bedrooms,3 bathrooms,6 beds,Air conditioning,Ironing board,Kitchen,Pet-friendly,₹887
Hotel Dwarkamai,4.2,nagpur,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹3,457"
Treebo Trend Finesta Suites,4.0,nagpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,NA,"₹3,678"
Sayaji Hotel Indore,4.4,indore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹5,151"
Fairfield by Marriott Indore,4.2,indore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹4,815"
Sayaji Hotel Indore,4.4,indore,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹5,098"
Best Western Plus Indore,4.1,indore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,816"
The Eden - Travellers Paradise ( Hotel Sunder)),3.8,indore,Free Wi-Fi,Parking,Outdoor pool,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,NA,"₹1,680"
Indore Marriott Hotel,4.4,indore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹6,720"
Hotel Solaris,4.0,indore,3-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Restaurant,Room service,"₹2,357"
Radisson Blu Hotel Indore,4.5,indore,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹6,735"
Fairfield by Marriott Indore,4.2,indore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹4,805"
Effotel by Sayaji,4.3,indore,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹3,774"
Pride Hotel & Convention Centre Indore,4.1,indore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Bar,Restaurant,"₹4,542"
Treebo Trend Grand Euro,4.7,indore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,Kid-friendly,"₹2,398"
Jardin Hotels,4.2,indore,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹2,999"
Hotel Vrindavan Palace,4.4,indore,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹1,795"
"Hotel Meritel Grande, Indore",4.9,indore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,Kitchen in rooms,"₹1,422"
Chokhi Dhani Indore Booking Office,3.6,indore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hotel Shri Niwas,3.7,indore,2-star hotel,Free Wi-Fi,Parking,Pool,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,"₹1,289"
Hotel Nahargarh Palace,3.8,indore,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹1,377"
Hotel royal palace,4.2,indore,Breakfast ($),Free Wi-Fi,Parking,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,Smoke-free property,NA,"₹1,262"
Jalsa Resort & Banquets,4.3,indore,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Kitchen in some rooms,Full-service laundry,Accessible,Kid-friendly,"₹4,678"
Narmada Doormatry - Triple Room with Terrace,NA,indore,House,Sleeps 3,1 bedroom,1 bathroom,3 beds,Balcony,Crib,Fitness center,Smoke-free,₹559
Astha Lakshmi Tourist Homestay,4.5,indore,Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹1,428"
Best Western Plus Indore,4.1,indore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,816"
Effotel by Sayaji,4.3,indore,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹4,431"
Hilton Jaipur,4.4,jaipur,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹13,002"
Hotel Grand Lotus Inn,4.7,jaipur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,901"
Hotel Sarang Palace - Boutique Stays & Candlelight Dining,4.4,jaipur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,"₹2,150"
Rambagh Palace - Jaipur,4.7,jaipur,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pools,Hot tub,Air conditioning,Fitness center,Spa,"₹73,261"
Jaipur Marriott Hotel,4.5,jaipur,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹7,840"
Moustache Jaipur,4.4,jaipur,2-star hotel,Free Wi-Fi,Outdoor pool,Air conditioning,Restaurant,Kitchen in some rooms,Full-service laundry,NA,NA,"₹1,231"
Umaid Bhawan-A Royal Heritage Style Boutique Hotel,4.3,jaipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Bar,Restaurant,Room service,NA
"The Fern Residency, Jaipur",4.2,jaipur,4-star hotel,Free breakfast,Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,NA
"Jai Mahal Palace, Jaipur",4.7,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹33,216"
WelcomHeritage Traditional Haveli,4.5,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Spa,Bar,Restaurant,"₹5,557"
"Devi Ratn, Jaipur – IHCL SeleQtions",4.5,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,"₹19,116"
Chokhi Dhani Resort,4.3,jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹9,425"
Pride Amber Vilas Resort & Convention Centre,4.2,jaipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Restaurant,"₹5,032"
Hotel Rajasthan Palace,4.7,jaipur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹7,253"
Hotel Grand Lotus Inn,4.7,jaipur,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,883"
Blue Beds Jaipur,4.4,jaipur,3-star hotel,Breakfast ($),Free Wi-Fi,Parking ($),Air conditioning,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,"₹1,964"
Trident Hotel Jaipur,4.4,jaipur,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹12,093"
Hyatt Regency Jaipur Mansarovar,4.6,jaipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,"₹14,605"
Club Mahindra Resort - Jaipur - Rajasthan,4.2,jaipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,"₹9,829"
The Johri Jaipur,4.5,jaipur,Free breakfast,Free Wi-Fi,Restaurant,Room service,Full-service laundry,NA,NA,NA,NA,"₹35,400"
Rose Amer,4.4,jaipur,Sleeps 24,8 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,"₹38,962"
Sunar Bagh,3.9,jaipur,Sleeps 10,3 bedrooms,Paid parking,No air conditioning,No crib,No elevator,No fireplace,No fitness center,No ironing board,"₹30,128"
Jaipur Marriott Hotel,4.5,jaipur,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹7,840"
Trident Hotel Jaipur,4.4,jaipur,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹13,452"
The Emerald Park,4.0,nashik,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,"₹2,874"
ibis Nashik,4.4,nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Full-service laundry,"₹2,873"
The Gateway Hotel Ambad Nashik,4.6,nashik,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Pet-friendly,Fitness center,Spa,"₹12,980"
Raghunandan Resort,4.2,nashik,NA,NA,NA,NA,NA,NA,NA,NA,NA,"₹2,667"
"Hotel Royale Heritage, Nashik",3.8,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,"₹1,242"
PANCHAVATI ELITE INN,3.6,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,"₹1,567"
"Enrise by Sayaji - Nashik, Best Banquet Hotel",4.2,nashik,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹3,489"
Hotel Rama Heritage,4.1,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,"₹2,434"
Ginger Nashik,3.8,nashik,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹3,516"
Hotel Panchavati Yatri,4.0,nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹1,950"
Caves County,4.1,nashik,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Full-service laundry,NA,NA,NA,"₹4,480"
The SSK Solitaire Hotel and Banquets,4.2,nashik,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,"₹3,001"
Hotel Express Inn,4.3,nashik,4-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹7,451"
Hotel Grand Rio,4.5,nashik,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹3,983"
Watermelon Club And Resort,3.8,nashik,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Kitchen in some rooms,Kid-friendly,NA,NA,NA,NA
The Vern at BLVD,4.2,nashik,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,Bar,"₹5,182"
Shriram Guest House,3.0,nashik,Free Wi-Fi,Pool,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,NA,₹636
"Hotel MBC Citadel Nashik ( Near Sula, Trimbakeshwar and MIDC Area )",4.2,nashik,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹4,171"
Birla Ayurveda Stay Centre,4.1,nashik,Sleeps 6,2 bedrooms,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center,"₹1,482"
Cool City bungalow,4.3,nashik,Sleeps 29,6 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,"₹6,720"
Best Western Bliss,4.1,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen in some rooms,"₹3,300"
Heaven View Clarks Inn,3.9,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹2,418"
The Landmark Towers,4.4,kanpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹7,124"
Red Orchid Hotel Kanpur,4.3,kanpur,Free breakfast,Free Wi-Fi,Parking,Bar,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,"₹2,438"
Kingston Resort,4.3,kanpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,808"
Best Western Bliss,4.1,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen in some rooms,"₹3,300"
Hotel Kartar Yatri Niwas,4.1,kanpur,Free Wi-Fi,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,₹627
Vijay Intercontinental,4.1,kanpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Fitness center,Spa,Bar,"₹4,596"
Heaven View Clarks Inn,3.9,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,"₹2,354"
Hotel The Novelty,4.9,kanpur,Free Wi-Fi,Air conditioning,Breakfast,Parking,Room service,Kitchen in some rooms,Kid-friendly,Smoke-free property,NA,"₹1,800"
DNG THE GRAND HOTEL,4.2,kanpur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,NA
Status club business Hotel,3.9,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,"₹2,395"
Little Chef Hotel,4.3,kanpur,3-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,"₹3,492"
THE ROYAL ORCHID HOTEL | Hotels in Kanpur,4.1,kanpur,Free Wi-Fi,Parking,Pool,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,"₹3,280"
Moon And Mars Resort,4.3,kanpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹4,242"
Hotel Sant Villa,3.2,kanpur,1-star hotel,Free Wi-Fi,Air conditioning,Kitchen in some rooms,Full-service laundry,NA,NA,NA,NA,₹542
Hotel Atithi Galaxy,3.2,kanpur,2-star hotel,Free Wi-Fi,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,NA,NA,NA,₹720
The Deep Hotel,4.0,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,NA,"₹2,072"
Hotel Kanishka,3.7,kanpur,3-star hotel,Free breakfast,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,663"
THE VILLA,3.9,kanpur,3-star hotel,Free Wi-Fi,Pool,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,"₹3,133"
Nirvana Homestay,NA,kanpur,Villa,Sleeps 10,Kitchen,Free parking,Free Wi-Fi,No air conditioning,No airport shuttle,No beach access,No elevator,₹992
Kartar Yatri Niwas - Deluxe Room,NA,kanpur,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Elevator,Ironing board,Cable TV,₹832
Hotel Malik Residency Kanpur,3.8,kanpur,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Kitchen in rooms,Full-service laundry,"₹2,225"
Kingston Resort,4.3,kanpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,"₹2,808"
"The Fern Residency, Chandigarh",4.0,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹3,756"
Hotel Orbit,3.6,chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,141"
Hotel Emerald Chandigarh,4.2,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,"₹1,897"
Hotel Aroma Chandigarh,4.3,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,"₹3,199"
The Altius Boutique Hotel,4.0,chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,"₹3,122"
Hotel The Yellow,4.1,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹1,580"
"The Fern Residency, Chandigarh",4.0,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,"₹3,756"
Hotel City Palace,3.4,chandigarh,Breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,NA,NA,₹461
Wyndham Chandigarh Mohali,4.5,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,Restaurant,"₹10,679"
Hotel Royal Park 22,4.3,chandigarh,3-star hotel,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Kitchen in some rooms,Airport shuttle,Full-service laundry,Kid-friendly,"₹2,175"
Taj Chandigarh,4.4,chandigarh,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹14,049"
Hotel Pride,4.5,chandigarh,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹1,442"
Hotel City Heart Premium,3.8,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Parking ($),Air conditioning,Bar,Restaurant,Room service,Full-service laundry,"₹1,858"
The Regent hotel,3.5,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹2,142"
Hotel Landmark Chandigarh,3.8,chandigarh,2-star hotel,Breakfast ($),Free Wi-Fi,Parking,Hot tub,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹1,714"
Hotel Diamond Plaza,4.3,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,Full-service laundry,"₹1,692"
Himachal Bhavan,4.2,chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Kid-friendly,NA
Hotel Park Inn,4.1,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,NA,"₹3,556"
Hotel Akash Continental,4.2,chandigarh,3-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,"₹1,888"
The Piccadily Hotel,4.1,chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Parking,Air conditioning,Bar,Restaurant,Room service,Kitchen in some rooms,"₹4,817"
Air Paradise,4.5,chandigarh,Sleeps 2,1 bedroom,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,₹968
The Median 21,4.4,chandigarh,Sleeps 6,1 bedroom,Air conditioning,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,No crib,"₹5,724"
Hotel Coral Star,4.2,chandigarh,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Kitchen in some rooms,Full-service laundry,Accessible,"₹3,016"
Amara Hotel,4.1,chandigarh,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,"₹2,652"
Airport Guest House Guwahati,4.0,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Parking,Outdoor pool,Air conditioning,Restaurant,Room service,Kitchen in some rooms,"₹2,288"
The Guwahati Address,4.3,guwahati,4-star hotel,Free breakfast,Wi-Fi,Parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,"₹6,720"
The Upper Homes | Hotels in Guwahati,4.7,guwahati,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen in some rooms,Airport shuttle,Full-service laundry,Accessible,Smoke-free property,"₹1,170"
Mayflower Hotel,4.0,guwahati,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,"₹2,750"
Vivanta Guwahati,4.4,guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Pet-friendly,Fitness center,"₹8,023"
Radisson Blu Hotel Guwahati,4.5,guwahati,5-star hotel,Breakfast ($),Free Wi-Fi,Free parking,Outdoor pool,Hot tub,Air conditioning,Fitness center,Spa,"₹7,321"
Exotic Villa Homestay,4.3,guwahati,Breakfast ($),Free Wi-Fi,Free parking,Room service,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,"₹1,107"
"The Greenwood Resort, Guwahati",4.3,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Outdoor pool,Air conditioning,Spa,Bar,Restaurant,"₹7,054"
Novotel Guwahati GS Road,4.6,guwahati,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,"₹8,623"
Silk Villa Guest House,3.9,guwahati,Free Wi-Fi,Free parking,Pet-friendly,Kitchen in some rooms,Full-service laundry,Kid-friendly,NA,NA,NA,₹453
Mahalaxmi Home Stay,4.3,guwahati,Breakfast ($),Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Kitchen in some rooms,Airport shuttle,₹692
Pragati Manor,4.1,guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,"₹5,036"
Ginger Guwahati,3.8,guwahati,3-star hotel,Free Wi-Fi,Parking ($),Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,NA,"₹3,497"
